79.71,5.598080933094025,0.6932367149758454,0.9282945736434108,0.5819209039548022,0.8075396825396826,0.7359477124183007,0.9350372736954207,0.6303418803418803,0.8732394366197183,0.9118773946360154,0.8772893772893773,0.861,0.958,0.824,0.814,0.563,0.878,0.295,0.868,0.952,0.958
82.88,4.798529714345932,0.7146422628951747,0.9831401475237092,0.7647690655209453,0.8084507042253521,0.709355131698456,0.8726114649681529,0.6092436974789915,0.9019019019019019,0.9486404833836858,0.955649419218585,0.859,0.933,0.712,0.861,0.781,0.959,0.435,0.901,0.942,0.905
82.46,4.937478870153427,0.6999214454045561,0.960960960960961,0.6422641509433962,0.8649484536082475,0.809593023255814,0.985981308411215,0.6431718061674009,0.8584558823529411,0.9045412418906394,0.9183477425552353,0.891,0.96,0.851,0.839,0.557,0.844,0.438,0.934,0.976,0.956
84.15,4.3883316218853,0.7722222222222223,0.9936440677966102,0.8527131782945736,0.7880386983289358,0.7038297872340425,0.8995305164319248,0.6189376443418014,0.9437706725468578,0.9585858585858585,0.9048964218455744,0.834,0.938,0.66,0.896,0.827,0.958,0.536,0.856,0.949,0.961
84.93,4.288808912038803,0.7700091996320148,0.9855222337125129,0.6915584415584416,0.8106884057971014,0.7287671232876712,0.9644351464435147,0.790650406504065,0.908203125,0.9513888888888888,0.9256038647342996,0.837,0.953,0.852,0.895,0.798,0.922,0.389,0.93,0.959,0.958
85.83,4.0025738179683685,0.825,0.9936775553213909,0.8081457663451233,0.8112701252236136,0.7130801687763713,0.9481037924151696,0.677496991576414,0.8918918918918919,0.9553128103277061,0.9660297239915074,0.792,0.943,0.754,0.907,0.845,0.95,0.563,0.957,0.962,0.91
86.04,4.000773996114731,0.7253184713375797,0.985655737704918,0.7821011673151751,0.8553398058252427,0.7481412639405205,0.9708636836628513,0.7724252491694352,0.9356178608515057,0.9500489715964741,0.8942042318307267,0.911,0.962,0.804,0.881,0.805,0.933,0.465,0.901,0.97,0.972
86.17,3.938401460647583,0.8058536585365854,0.988659793814433,0.7352185089974294,0.8013937282229965,0.8173302107728337,0.98068669527897,0.6955475330926595,0.8763537906137184,0.9678391959798995,0.9587628865979382,0.826,0.959,0.858,0.92,0.698,0.914,0.578,0.971,0.963,0.93
86.99,3.7515606582164764,0.7783783783783784,0.9847405900305188,0.8066132264529058,0.8755060728744939,0.7420774647887324,0.9700722394220846,0.7301369863013699,0.9056603773584906,0.9386385426653883,0.9582909460834181,0.864,0.968,0.805,0.865,0.843,0.94,0.533,0.96,0.979,0.942
86.98,3.6663843989372253,0.8087954110898662,0.9846938775510204,0.733502538071066,0.842203548085901,0.8165345413363534,0.9731682146542827,0.7092457420924574,0.9114285714285715,0.9632571996027806,0.9535353535353536,0.846,0.965,0.867,0.902,0.721,0.943,0.583,0.957,0.97,0.944
