79.2,5.730835020542145,0.7004950495049505,0.9606458123107972,0.594440484675695,0.8164493480441324,0.7761194029850746,0.8903290129611167,0.5321477428180574,0.9182968929804373,0.921875,0.8389031705227078,0.849,0.952,0.834,0.814,0.468,0.893,0.389,0.798,0.944,0.979
78.72,5.566275537014008,0.8232044198895028,0.9853249475890985,0.7040618955512572,0.7643040136635354,0.8686868686868687,0.9111111111111111,0.3941908713692946,0.9206680584551148,0.927734375,0.9206963249516441,0.745,0.94,0.728,0.895,0.172,0.943,0.665,0.882,0.95,0.952
83.04,4.609263181686401,0.7852998065764023,0.9925531914893617,0.8690140845070422,0.7582508250825083,0.752411575562701,0.9415384615384615,0.5141874462596733,0.8724584103512015,0.9552845528455285,0.9524301964839711,0.812,0.933,0.617,0.919,0.702,0.918,0.598,0.944,0.94,0.921
83.27,4.532714337110519,0.8629976580796253,0.9854166666666667,0.7175239755884917,0.7891513560804899,0.8240887480190174,0.9723145071982281,0.540650406504065,0.8788732394366198,0.9384164222873901,0.9195402298850575,0.737,0.946,0.823,0.902,0.52,0.878,0.665,0.936,0.96,0.96
83.57,4.57772022485733,0.8290322580645161,0.9864864864864865,0.6216968011126565,0.7183951551854656,0.8562091503267973,0.9405940594059405,0.6923076923076923,0.9282828282828283,0.9475247524752475,0.9377470355731226,0.771,0.949,0.894,0.949,0.524,0.95,0.495,0.919,0.957,0.949
85.57,4.087315022945404,0.7834862385321101,0.9926470588235294,0.8113413304252999,0.8356940509915014,0.6681749622926093,0.9593082400813835,0.7008928571428571,0.9179841897233202,0.9712820512820513,0.9398422090729783,0.854,0.945,0.744,0.885,0.886,0.943,0.471,0.929,0.947,0.953
82.21,4.91930490732193,0.756244616709733,0.9846153846153847,0.7249357326478149,0.8463768115942029,0.9346153846153846,0.9527638190954774,0.45817912657290893,0.909702209414025,0.9333976833976834,0.9570990806945863,0.878,0.96,0.846,0.876,0.243,0.948,0.619,0.947,0.967,0.937
85.28,4.042829602956772,0.8015340364333653,0.9906639004149378,0.7515808491418248,0.8132260947274352,0.8349514563106796,0.9775880469583778,0.6047846889952153,0.9128712871287129,0.9607645875251509,0.9132075471698113,0.836,0.955,0.832,0.91,0.602,0.916,0.632,0.922,0.955,0.968
87.0,3.6680448055267334,0.7979420018709074,0.9856850715746421,0.7875,0.8593598448108632,0.7673745173745173,0.9692622950819673,0.6928571428571428,0.9156976744186046,0.9668341708542714,0.9451645064805583,0.853,0.964,0.819,0.886,0.795,0.946,0.582,0.945,0.962,0.948
84.68,4.1362079083919525,0.8283433133732535,0.9927159209157128,0.7383419689119171,0.8466666666666667,0.9034907597535934,0.9662576687116564,0.5288461538461539,0.8975791433891993,0.9692622950819673,0.9667359667359667,0.83,0.954,0.855,0.889,0.44,0.945,0.715,0.964,0.946,0.93
