78.7,5.829035103321075,0.7150537634408602,0.9680741503604532,0.8336557059961315,0.7165991902834008,0.6537421100090172,0.8817097415506958,0.4551083591331269,0.850844277673546,0.9201970443349754,0.9257028112449799,0.798,0.94,0.431,0.885,0.725,0.887,0.441,0.907,0.934,0.922
80.92,5.35558956861496,0.8511685116851169,0.9894291754756871,0.607167955024596,0.6813583815028902,0.8380782918149466,0.904162633107454,0.6138855054811205,0.9324324324324325,0.9259980525803311,0.8785131459655485,0.692,0.936,0.864,0.943,0.471,0.934,0.504,0.828,0.951,0.969
83.62,4.7315753400325775,0.789272030651341,0.9988623435722411,0.7773109243697479,0.7890410958904109,0.6701030927835051,0.902738432483475,0.6657381615598886,0.9407894736842105,0.93713163064833,0.908662900188324,0.824,0.878,0.74,0.864,0.845,0.956,0.478,0.858,0.954,0.965
84.22,4.43237492442131,0.7658402203856749,0.9967776584317938,0.6636085626911316,0.7760683760683761,0.7785234899328859,0.9624217118997912,0.7482758620689656,0.8962172647914646,0.9393346379647749,0.9321533923303835,0.834,0.928,0.868,0.908,0.696,0.922,0.434,0.924,0.96,0.948
83.85,4.458259135484695,0.80078125,0.9957127545551983,0.8489010989010989,0.8295019157088123,0.625,0.98,0.6376089663760897,0.8614130434782609,0.954954954954955,0.9345887016848364,0.82,0.929,0.618,0.866,0.91,0.882,0.512,0.951,0.954,0.943
84.43,4.289179652929306,0.8537946428571429,0.9956803455723542,0.7723258096172718,0.8124436429215509,0.8372093023255814,0.9750271444082519,0.543031226199543,0.8584070796460177,0.958958958958959,0.9592050209205021,0.765,0.922,0.787,0.901,0.612,0.898,0.713,0.97,0.958,0.917
84.88,4.153764694929123,0.9129834254143646,0.9967845659163987,0.8468244084682441,0.801980198019802,0.7152838427947599,0.9648033126293996,0.5730071033938438,0.9082125603864735,0.9515810276679841,0.9422310756972112,0.661,0.93,0.68,0.891,0.819,0.932,0.726,0.94,0.963,0.946
86.34,3.828689694404602,0.8406417112299466,0.9936775553213909,0.7717492984097287,0.8392007611798288,0.7792338709677419,0.930835734870317,0.6517766497461929,0.95361380798274,0.9571713147410359,0.9255014326647565,0.786,0.943,0.825,0.882,0.773,0.969,0.642,0.884,0.961,0.969
86.47,3.7616192996501923,0.8108632395732299,0.9796541200406917,0.7214876033057851,0.8571428571428571,0.7792472024415056,0.9757383966244726,0.7230971128608924,0.9068203650336215,0.9536945812807882,0.9391560353287537,0.836,0.963,0.873,0.864,0.766,0.925,0.551,0.944,0.968,0.957
86.85,3.718673348426819,0.8173828125,0.9957219251336898,0.7849056603773585,0.8443170964660937,0.7840327533265097,0.9674134419551935,0.6801752464403067,0.9319319319319319,0.9409486931268151,0.933009708737864,0.837,0.931,0.832,0.884,0.766,0.95,0.621,0.931,0.972,0.961
